Job,ClassJobLevel,Name,Description,Cast,Cooldown
BLU,1,Laser Eye,"Deals unaspected damage to target and all enemies nearby it with a potency of 220 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: 5-yalm knockback to all enemies within 8 yalms of target",2.0,2.5
BLU,1,Candy Cane,"Deals unaspected damage to target and all enemies nearby it with a potency of 250 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Lowers strength and dexterity attributes of target by 10%
Duration: 10s
Additional Effect: Restores 10% of maximum MP
Shares a recast timer with Magic Hammer.",1.0,90.0
BLU,1,Mortal Flame,"Deals fire damage over time with a potency of 40.
Only one effect inflicted by this action can be active at a time.
Has no effect on targets outside of combat.
Effect ends upon target leaving combat.",2.0,2.5
BLU,1,Sea Shanty,"Deals water damage with a potency of 500 to all nearby enemies.
Additional Effect: Potency increases to 1,000 during rain, showers, and thunderstorms",0.0,120.0
BLU,1,Apokalypsis,"Delivers damage over time with a potency of 140 to all enemies in a straight line before you.
Duration: 10s
Effect ends upon using another action or moving (including facing a different direction).
Cancels auto-attack upon execution.
Shares a recast timer with Being Mortal.",0.0,120.0
BLU,1,Being Mortal,"Deals unaspected damage to all nearby enemies with a potency of 800 for the first enemy, and 50% less for all remaining enemies.
Shares a recast timer with Apokalypsis.",0.0,120.0
BRD,0,Powerful Shot,"Delivers a ranged attack with a potency of 4,000.
Potency increases up to 6,000 the further you are from the target, reaching its maximum value when the target is 15 yalms away.
Additional Effect: Reduces the recast time of Empyreal Arrow by 5s
Requires casting time to execute. However, it is possible to walk while casting.",1.5,2.5
BRD,0,Pitch Perfect,"Delivers a ranged attack with a potency of 4,000.
Potency increases up to 8,000 the farther away you are from the target, reaching its maximum value when the target is 15 yalms away.
Additional Effect: Reduces the recast time of Empyreal Arrow by 5s
Can only be executed while under the effect of Repertoire.

※This action cannot be assigned to a hotbar.",0.0,2.5
BRD,0,Apex Arrow,"Delivers an attack with a potency of 8,000 to all enemies in a straight line before you.
Additional Effect: Grants Blast Arrow Ready
Duration: 20s
Additional Effect: Grants Frontliner's March
Frontliner's March Effect: Reduces your weaponskill cast time and recast time by 10%, and increases damage dealt by self and all party members within a radius of 30 yalms by 5%
Duration: 30s
This weaponskill does not share a recast timer with any other actions.

※Action changes to Blast Arrow while under the effect of Blast Arrow Ready.",0.0,20.0
BRD,0,Blast Arrow,"Delivers an attack with a potency of 10,000 to all enemies in a straight line before you.
Additional Effect: Grants Frontliner's Forte
Frontliner's Forte Effect: Reduces your weaponskill cast time and recast time by 10%, and increases damage dealt by self and all party members within a radius of 30 yalms by 5%
Duration: 10s

※This action cannot be assigned to a hotbar.",0.0,2.5
BRD,0,Silent Nocturne,"Silences target.
Duration: 2s
Additional Effect: Grants Repertoire
Duration: 10s

※Powerful Shot changes to Pitch Perfect while under the effect of Repertoire.",0.0,30.0
BRD,0,Empyreal Arrow,"Delivers a ranged attack with a potency of 3,000.
Consumes all charges upon execution, each charge adding an additional strike to the attack.
Maximum Charges: 3",0.0,15.0
BRD,0,Empyreal Arrow,"Delivers a ranged attack with a potency of 3,000.
Consumes all charges upon execution, each charge adding an additional strike to the attack.
Maximum Charges: 3",0.0,15.0
BRD,0,Empyreal Arrow,"Delivers a ranged attack with a potency of 3,000.
Consumes all charges upon execution, each charge adding an additional strike to the attack.
Maximum Charges: 3",0.0,15.0
BRD,0,Repelling Shot,"Delivers an attack with a potency of 4,000.
Additional Effect: 10-yalm backstep
Additional Effect: Bind
Duration: 3s
Cannot be executed while bound.",0.0,15.0
BRD,0,the Warden's Paean,"Removes one status affliction from self or target party member that can be removed by Purify. If a status affliction cannot be removed, creates a barrier that will nullify the next status affliction that can be removed by Purify.
Duration: 8s
Grants Warden's Grace upon successfully removing or nullifying a status affliction.
Warden's Grace Effect: Reduces damage taken by 25% while increasing HP recovered by healing actions by 25%
Duration: 5s
Additional Effect: Grants Repertoire
Duration: 10s

※Powerful Shot changes to Pitch Perfect while under the effect of Repertoire.",0.0,25.0
BRD,0,Final Fantasia,"Reduces your weaponskill cast time and recast time by 10% while also increasing movement speed by 25%.
Additional Effect: Increases damage dealt by self and all party members within a radius of 30 yalms by 10% while also gradually filling the limit gauge
Duration: 30s
Can only be executed when the limit gauge is full.
Gauge Charge Time: 120s
Can only be executed while in combat.",0.0,10.0
BRD,1,Heavy Shot,"Delivers an attack with a potency of 160./
Additional Effect: 20% chance of granting Hawk's Eye
Duration: 30s/
Additional Effect: 20% chance of granting Hawk's Eye
Duration: 30s",0.0,2.5
BRD,2,Straight Shot,"Delivers an attack with a potency of 200.
Can only be executed when under the effect of Hawk's Eye.",0.0,2.5
BRD,4,Raging Strikes,"Increases damage dealt by 15%.
Duration: 20s",0.0,120.0
BRD,6,Venomous Bite,"Delivers an attack with a potency of 100.
Additional Effect: Venom
Potency: 15
Duration: 45s",0.0,2.5
BRD,12,Bloodletter,"Delivers an attack with a potency of 130.
Maximum Charges: 3/2/
Shares a recast timer with Rain of Death.",0.0,15.0
BRD,15,Repelling Shot,"Jump 10 yalms away from current target.
Cannot be executed while bound.",0.0,30.0
BRD,18,Quick Nock,"Delivers an attack with a potency of 110 to all enemies in a cone before you./
Additional Effect: 20% chance of granting Hawk's Eye
Duration: 30s/
Additional Effect: 20% chance of granting Hawk's Eye
Duration: 30s",0.0,2.5
BRD,25,Wide Volley,"Delivers an attack with a potency of 140 to target and all enemies nearby it.
Barrage Potency: 220
Can only be executed while under the effect of Hawk's Eye.",0.0,2.5
BRD,30,Windbite,"Deals wind damage with a potency of 60.
Additional Effect: Wind damage over time
Potency: 20
Duration: 45s",0.0,2.5
BRD,30,Mage's Ballad,"Grants Mage's Ballad to self and all party members within 50 yalms, increasing damage dealt by 1%.
Duration: 45s
Additional Effect: 80% chance to grant Repertoire
This effect can trigger repeatedly while singing the Mage's Ballad.
Repertoire Effect: Reduces the recast time of Heartbreak Shot/Bloodletter/Bloodletter/ and Rain of Death/ by 7.5s Additional Effect: Grants Mage's Coda Can only be executed while in combat.",0.0,120.0
BRD,35,the Warden's Paean,"Removes one select detrimental effect from self or target party member. If the target is not enfeebled, a barrier is created nullifying the target's next detrimental effect suffered.
Duration: 30s",0.0,45.0
BRD,38,Barrage,"Grants Barrage, allowing the use of Refulgent Arrow/Straight Shot/Straight Shot/ and Shadowbite/Wide Volley/Wide Volley/. Upon execution, Refulgent Arrow/Straight Shot/Straight Shot/ will strike the selected target three times, while Shadowbite/Wide Volley/Wide Volley/'s potency will be increased to 270/220/.
Duration: 10s/
Additional Effect: Grants Resonant Arrow Ready
Duration: 30s",0.0,120.0
BRD,40,Army's Paeon,"Grants Army's Paeon to self and all party members within 50 yalms, increasing direct hit rate by 3%.
Duration: 45s
Additional Effect: 80% chance to grant Repertoire
This effect can trigger repeatedly while singing the Army's Paeon.
Repertoire Effect: Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay by 4%
Can be stacked up to 4 times. Additional Effect: Grants Army's Coda Can only be executed while in combat.",0.0,120.0
BRD,45,Rain of Death,"Delivers an attack with a potency of 100 to target and all enemies nearby it.
Maximum Charges: 3/2/
Shares a recast timer with Bloodletter.",0.0,15.0
BRD,50,Battle Voice,"Increases direct hit rate of self and all nearby party members by 20%.
Duration: 20s",0.0,120.0
BRD,52,the Wanderer's Minuet,"Grants the Wanderer's Minuet to self and all party members within 50 yalms, increasing critical hit rate by 2%.
Duration: 45s
Additional Effect: 80% chance to grant Repertoire
This effect can trigger repeatedly while singing the Wanderer's Minuet.
Repertoire Effect: Allows execution of Pitch Perfect
Can be stacked up to 3 times. Additional Effect: Grants Wanderer's Coda Can only be executed while in combat.",0.0,120.0
BRD,52,Pitch Perfect,"Delivers an attack to the target and all enemies nearby it. Potency varies with number of Repertoire stacks, dealing full damage for the first enemy, and 50% less for all remaining enemies.
1 Repertoire Stack: 100
2 Repertoire Stacks: 220
3 Repertoire Stacks: 360
Can only be executed when the Wanderer's Minuet is active and you have at least one stack of Repertoire.",0.0,1.0
BRD,54,Empyreal Arrow,Delivers an attack with a potency of 260/240/.,0.0,15.0
BRD,56,Iron Jaws,"Delivers an attack with a potency of 100.
Additional Effect: If the target is suffering from a Caustic Bite or Stormbite/Venomous Bite or Windbite/Venomous Bite or Windbite/ effect inflicted by you, the effect timer is reset/
Additional Effect: 35% chance of granting Hawk's Eye
Duration: 30s",0.0,2.5
BRD,60,Sidewinder,Delivers an attack with a potency of 400/320/.,0.0,60.0
BRD,62,Troubadour,"Reduces damage taken by self and nearby party members by 15/10/%.
Duration: 15s
Effect cannot be stacked with machinist's Tactician or dancer's Shield Samba.",0.0,120.0
BRD,64,Caustic Bite,"Delivers an attack with a potency of 150.
Additional Effect: Poison
Potency: 20
Duration: 45s/
Additional Effect: 35% chance of granting Hawk's Eye
Duration: 30s",0.0,2.5
BRD,64,Stormbite,"Deals wind damage with a potency of 100.
Additional Effect: Wind damage over time
Potency: 25
Duration: 45s/
Additional Effect: 35% chance of granting Hawk's Eye
Duration: 30s",0.0,2.5
BRD,66,Nature's Minne,"Increases HP recovery via healing actions by 15% for self and nearby party members.
Duration: 15s",0.0,120.0
BRD,70,Refulgent Arrow,"Delivers an attack with a potency of 280/260/.
Can only be executed when under the effect of Hawk's Eye.",0.0,2.5
BRD,72,Shadowbite,"Delivers an attack with a potency of 170 to target and all enemies nearby it.
Barrage Potency: 270
Can only be executed when under the effect of Hawk's Eye.",0.0,2.5
BRD,76,Burst Shot,"Delivers an attack with a potency of 220/200/.
Additional Effect: 35% chance of granting Hawk's Eye
Duration: 30s",0.0,2.5
BRD,80,Apex Arrow,"Delivers an attack with a potency of 120/100/ to all enemies in a straight line before you.
Soul Voice Gauge Cost: 20 
Potency increases up to 600/500/ as Soul Voice Gauge exceeds minimum cost. Additional Effect: Grants Blast Arrow Ready upon execution while Soul Voice Gauge is 80 or higher
Duration: 10s Consumes Soul Voice Gauge upon execution.",0.0,2.5
BRD,82,Ladonsbite,"Delivers an attack with a potency of 130 to all enemies in a cone before you.
Additional Effect: 35% chance of granting Hawk's Eye
Duration: 30s",0.0,2.5
BRD,86,Blast Arrow,"Delivers an attack to all enemies in a straight line before you with a potency of 600 for the first enemy, and 60% less for all remaining enemies.
Can only be executed while under the effect of Blast Arrow Ready.

※This action cannot be assigned to a hotbar.
※Apex Arrow changes to Blast Arrow when requirements for execution are met.",0.0,2.5
BRD,90,Radiant Finale,"Increases damage dealt by self and nearby party members.
Duration: 20s
Effectiveness is determined by the number of different Coda active in the Song Gauge.
1 Coda: 2%
2 Coda: 4%
3 Coda: 6% Additional Effect: Grants Radiant Encore Ready
Duration: 30s Can only be executed when at least 1 coda is active.",0.0,110.0
BRD,92,Heartbreak Shot,"Delivers an attack with a potency of 180.
Maximum Charges: 3
Shares a recast timer with Rain of Death.",0.0,15.0
BRD,96,Resonant Arrow,"Delivers an attack to target and all enemies nearby it with a potency of 600 for the first enemy, and 50% less for all remaining enemies.
Can only be executed while under the effect of Resonant Arrow Ready.",0.0,2.5
BRD,100,Radiant Encore,"Delivers an attack to target and all enemies nearby it.
Potency is determined by the number of different Coda consumed in the Radiant Finale executed prior, dealing full damage for the first enemy, and 50% less for all remaining enemies.
1 Coda: 500
2 Coda: 600
3 Coda: 900
Can only be executed while under the effect of Radiant Encore Ready.",0.0,2.5
Caster,14,Lucid Dreaming,"Gradually restores own MP.
Potency: 55
Duration: 21s",0.0,60.0
Caster,18,Swiftcast,"Next spell is cast immediately.
Duration: 10s",0.0,60.0
Caster,44,Surecast,"Spells can be cast without interruption.
Additional Effect: Nullifies most knockback and draw-in effects
Duration: 6s",0.0,120.0
Crafter,1,Bait,Selects the bait to apply to your line.,0.0,0.0
Crafter,1,Cast,Casts your line and begins fishing.,0.0,0.0
Crafter,1,Hook,Attempts to hook the fish nibbling on the bait.,0.0,0.0
Crafter,1,Quit,"Abandons fishing and stows your equipment.

※Effects active only when fishing will expire.",0.0,0.0
Crafter,1,Cast Light,Lights up the tip of your fishing rod.,0.0,0.0
Crafter,1,Rest,Abandons fishing but keeps your equipment at the ready.,0.0,0.0
Crafter,5,Chum,"Reduces the amount of time for the next fish to bite.

Cancels current mooching opportunity.",0.0,0.0
Crafter,8,Sneak,"Tread quietly, enabling you to avoid enemies up to four levels above your own.",0.0,0.0
Crafter,15,Patience,"Increases the chance of landing a large-sized fish by 50% while reducing Hook efficiency by 40%.
Duration: 60s

Cancels current mooching opportunity.",0.0,0.0
Crafter,15,Powerful Hookset,Negates the Inefficient Hooking status. Has no effect on certain fish with a weak bite.,0.0,0.0
Crafter,15,Precision Hookset,Negates the Inefficient Hooking status. Has no effect on certain fish with a strong bite.,0.0,0.0
Crafter,15,Waste Not,Reduces loss of durability by 50% for the next four steps.,0.0,0.0
Crafter,15,Waste Not,Reduces loss of durability by 50% for the next four steps.,0.0,0.0
Crafter,15,Waste Not,Reduces loss of durability by 50% for the next four steps.,0.0,0.0
Crafter,15,Waste Not,Reduces loss of durability by 50% for the next four steps.,0.0,0.0
Crafter,15,Waste Not,Reduces loss of durability by 50% for the next four steps.,0.0,0.0
Crafter,15,Waste Not,Reduces loss of durability by 50% for the next four steps.,0.0,0.0
Crafter,15,Waste Not,Reduces loss of durability by 50% for the next four steps.,0.0,0.0
Crafter,15,Waste Not,Reduces loss of durability by 50% for the next four steps.,0.0,0.0
Crafter,15,Veneration,Increases efficiency of Synthesis actions by 50% for the next four steps.,0.0,0.0
Crafter,15,Veneration,Increases efficiency of Synthesis actions by 50% for the next four steps.,0.0,0.0
Crafter,15,Veneration,Increases efficiency of Synthesis actions by 50% for the next four steps.,0.0,0.0
Crafter,15,Veneration,Increases efficiency of Synthesis actions by 50% for the next four steps.,0.0,0.0
Crafter,15,Veneration,Increases efficiency of Synthesis actions by 50% for the next four steps.,0.0,0.0
Crafter,15,Veneration,Increases efficiency of Synthesis actions by 50% for the next four steps.,0.0,0.0
Crafter,15,Veneration,Increases efficiency of Synthesis actions by 50% for the next four steps.,0.0,0.0
Crafter,15,Veneration,Increases efficiency of Synthesis actions by 50% for the next four steps.,0.0,0.0
Crafter,15,Thaliak's Favor,"Restores 150 GP.
Angler's Art Cost: 3",0.0,0.0
Crafter,21,Great Strides,Increases the efficiency of next Touch action by 100%. Effect active for three steps.,0.0,0.0
Crafter,21,Great Strides,Increases the efficiency of next Touch action by 100%. Effect active for three steps.,0.0,0.0
Crafter,21,Great Strides,Increases the efficiency of next Touch action by 100%. Effect active for three steps.,0.0,0.0
Crafter,21,Great Strides,Increases the efficiency of next Touch action by 100%. Effect active for three steps.,0.0,0.0
Crafter,21,Great Strides,Increases the efficiency of next Touch action by 100%. Effect active for three steps.,0.0,0.0
Crafter,21,Great Strides,Increases the efficiency of next Touch action by 100%. Effect active for three steps.,0.0,0.0
Crafter,21,Great Strides,Increases the efficiency of next Touch action by 100%. Effect active for three steps.,0.0,0.0
Crafter,21,Great Strides,Increases the efficiency of next Touch action by 100%. Effect active for three steps.,0.0,0.0
Crafter,22,Release,"Unhooks a fish (including all those of the same type subsequently caught at your current location) and releases it back into the wild.
Has no effect on fish that have yet to be logged in the Fish Guide.",0.0,0.0
Crafter,22,Release List,"Selects fish to be automatically released upon catching them at a given fishing hole.
Settings are reset upon putting away rod.
Has no effect on fish that have yet to be logged in the Fish Guide.",0.0,0.0
Crafter,25,Mooch,Uses certain large-sized fish already hooked to your line to attract even greater prey.,0.0,0.0
Crafter,26,Innovation,Increases efficiency of Touch actions by 50% for the next four steps.,0.0,0.0
Crafter,26,Innovation,Increases efficiency of Touch actions by 50% for the next four steps.,0.0,0.0
Crafter,26,Innovation,Increases efficiency of Touch actions by 50% for the next four steps.,0.0,0.0
Crafter,26,Innovation,Increases efficiency of Touch actions by 50% for the next four steps.,0.0,0.0
Crafter,26,Innovation,Increases efficiency of Touch actions by 50% for the next four steps.,0.0,0.0
Crafter,26,Innovation,Increases efficiency of Touch actions by 50% for the next four steps.,0.0,0.0
Crafter,26,Innovation,Increases efficiency of Touch actions by 50% for the next four steps.,0.0,0.0
Crafter,26,Innovation,Increases efficiency of Touch actions by 50% for the next four steps.,0.0,0.0
Crafter,36,Snagging,"Adds extra hooks to the line, making it possible to land normally uncatchable fish and items.",0.0,0.0
Crafter,42,Final Appraisal,"The next action that would complete item synthesis will instead leave one progress point remaining.
Effect active for five steps.",0.0,0.0
Crafter,42,Final Appraisal,"The next action that would complete item synthesis will instead leave one progress point remaining.
Effect active for five steps.",0.0,0.0
Crafter,42,Final Appraisal,"The next action that would complete item synthesis will instead leave one progress point remaining.
Effect active for five steps.",0.0,0.0
Crafter,42,Final Appraisal,"The next action that would complete item synthesis will instead leave one progress point remaining.
Effect active for five steps.",0.0,0.0
Crafter,42,Final Appraisal,"The next action that would complete item synthesis will instead leave one progress point remaining.
Effect active for five steps.",0.0,0.0
Crafter,42,Final Appraisal,"The next action that would complete item synthesis will instead leave one progress point remaining.
Effect active for five steps.",0.0,0.0
Crafter,42,Final Appraisal,"The next action that would complete item synthesis will instead leave one progress point remaining.
Effect active for five steps.",0.0,0.0
Crafter,42,Final Appraisal,"The next action that would complete item synthesis will instead leave one progress point remaining.
Effect active for five steps.",0.0,0.0
Crafter,47,Waste Not II,Reduces loss of durability by 50% for the next eight steps.,0.0,0.0
Crafter,47,Waste Not II,Reduces loss of durability by 50% for the next eight steps.,0.0,0.0
Crafter,47,Waste Not II,Reduces loss of durability by 50% for the next eight steps.,0.0,0.0
Crafter,47,Waste Not II,Reduces loss of durability by 50% for the next eight steps.,0.0,0.0
Crafter,47,Waste Not II,Reduces loss of durability by 50% for the next eight steps.,0.0,0.0
Crafter,47,Waste Not II,Reduces loss of durability by 50% for the next eight steps.,0.0,0.0
Crafter,47,Waste Not II,Reduces loss of durability by 50% for the next eight steps.,0.0,0.0
Crafter,47,Waste Not II,Reduces loss of durability by 50% for the next eight steps.,0.0,0.0
Crafter,48,Makeshift Bait,"Allows the execution of Mooch or Spareful Hand/Mooch/ even with average-sized fish.
Duration: 145s
Angler's Art Cost: 5
Action has no effect on fish caught prior to execution.",0.0,0.0
Crafter,50,Collect,Readies the catch to retain as a collectable.,0.0,0.0
Crafter,57,Fish Eyes,"Opens your five senses to the surrounding environment, detecting fish in a given body of water without regard for their normal hours of activity.
Has no effect on certain fish.
Duration: 60s

Cancels current mooching opportunity.",0.0,0.0
Crafter,60,Patience II,"Increases the chance of landing a large-sized fish by 80% while reducing Hook efficiency by 75%. Also increases the likelihood of catching an average-sized fish of greater length.
Duration: 145s

Cancels current mooching opportunity.",0.0,0.0
Crafter,61,Gig,"Attempts to catch a fish using your gig, increasing the wariness of others nearby.
Catching more fish in a single attempt results in a smaller increase to wariness.",0.0,1.0
Crafter,63,Mooch II,"Uses certain hooked fish of average size to attract even larger prey.
Duration: 15s",0.0,180.0
Crafter,63,Veteran Trade,Prevents the same fish you just caught from appearing again. Has no effect on some fish.,0.0,0.0
Crafter,64,Vital Sight,"Sharpens your vision, making fish easier to target.
Angler's Art Cost: 2
Effect ends when you finish spearfishing at your present location.",0.0,0.0
Crafter,65,Double Hook,Hooks two or more fish in a single cast. Yield is determined by fish type and your gathering rating. Some fish cannot be double hooked.,0.0,0.0
Crafter,65,Manipulation,Restores 5 points of durability after each step for the next eight steps.,0.0,0.0
Crafter,65,Manipulation,Restores 5 points of durability after each step for the next eight steps.,0.0,0.0
Crafter,65,Manipulation,Restores 5 points of durability after each step for the next eight steps.,0.0,0.0
Crafter,65,Manipulation,Restores 5 points of durability after each step for the next eight steps.,0.0,0.0
Crafter,65,Manipulation,Restores 5 points of durability after each step for the next eight steps.,0.0,0.0
Crafter,65,Manipulation,Restores 5 points of durability after each step for the next eight steps.,0.0,0.0
Crafter,65,Manipulation,Restores 5 points of durability after each step for the next eight steps.,0.0,0.0
Crafter,65,Manipulation,Restores 5 points of durability after each step for the next eight steps.,0.0,0.0
Crafter,67,Salvage,Occasionally discovers treasure maps while spearfishing.,0.0,0.0
Crafter,69,Nature's Bounty,"Increases the chance of landing a large-sized fish on your next spearfishing attempt.
Chance of landing a large catch increases based on your perception rating.",0.0,0.0
Crafter,71,Surface Slap,"Prevents hooking the same fish you just caught. Has no effect on some fish.
Duration: 15s
Effect ends after hooking a fish. Cancels current mooching opportunity.
Overwrites the effect of Identical Cast upon execution./
Cannot be executed when swimbait obtained via Spareful Hand is your selected bait.",0.0,0.0
Crafter,75,Baited Breath,"Holds your breath and reduces the wariness of nearby fish.
Cannot be executed when wariness exceeds a certain threshold.",0.0,0.0
Crafter,79,Identical Cast,"Ensures you hook the same fish you previously caught. Has no effect on some fish.
Duration: 15s
Effect ends after hooking a fish, and cannot be used for consecutive casts. Cancels current mooching opportunity.
Effect is canceled if the same fish cannot be caught at your current fishing location.
Overwrites the effect of Surface Slap upon execution./
Cannot be executed when swimbait obtained via Spareful Hand is your selected bait.",0.0,0.0
Crafter,81,Prize Catch,"Guarantees the next catch will be a large-sized fish.
Effect ends after hooking a fish. Cancels current mooching opportunity.",0.0,0.0
Crafter,85,Electric Current,"Electrifies the water and captures all fish present in your field of vision.
Wariness of other nearby fish increases with the number of fish caught.
Requires a catch counter of 10 to execute. Can only be executed once per spearfishing attempt.",0.0,1.5
Crafter,90,Triple Hook,Hooks three or more fish in a single cast. Yield is determined by fish type and your gathering rating. Some fish cannot be triple hooked.,0.0,0.0
Crafter,91,Spareful Hand,"Stores certain large-sized fish as swimbait for later use.
Swimbait may be selected for use as bait so long as you remain at your present fishing spot.
Swimbait may be used even after actions that cancel mooching opportunity.
Cannot be executed while under the effect of Surface Slap or Identical Cast.",0.0,0.0
Crafter,95,Big-game Fishing,"Increases the chance the next large-sized fish caught will be an especially large specimen.
Chance of landing an especially large specimen increases based on your perception rating.
Angler's Art Cost: 2

Cancels current mooching opportunity.",0.0,0.0
Crafter,100,Ambitious Lure,"Attracts large-sized fish and increases your chances of landing one. Occasionally guarantees you will land a large-sized fish.
Can be used up to 3 times while fishing, each use increasing the effectiveness and GP cost.
May also attract rare species of fish. Can also be used with fish caught using Powerful Hookset.
First Use: 10 GP
Second Use: 20 GP
Third Use: 30 GP",0.0,2.5
Crafter,100,Modest Lure,"Attracts small-sized fish and increases your chances of landing one. Occasionally guarantees you will land a small-sized fish.
Can be used up to 3 times while fishing, each use increasing the effectiveness and GP cost.
May also attract rare species of fish. Can also be used with fish caught using Precision Hookset.
First Use: 10 GP
Second Use: 20 GP
Third Use: 30 GP",0.0,2.5
DNC,0,Cascade,"Delivers a ranged attack with a potency of 3,000.

※Action changes to Reverse Cascade while under the effect of En Avant.
※This action cannot be assigned to a hotbar.",0.0,2.5
DNC,0,Fountain,"Delivers a ranged attack with a potency of 5,000.
Combo Action: Cascade or Reverse Cascade

※Action changes to Fountainfall while under the effect of En Avant.
※This action cannot be assigned to a hotbar.",0.0,2.5
DNC,0,Reverse Cascade,"Delivers a ranged attack with a potency of 6,000.
Additional Effect: Grants Bladecatcher
If already under the effect of Bladecatcher, effect changes to Flourishing Saber Dance.
Duration: 15s
Can only be executed while under the effect of En Avant.

※Fountain Combo changes to Saber Dance while under the effect of Flourishing Saber Dance.
※This action cannot be assigned to a hotbar.",0.0,2.5
DNC,0,Fountainfall,"Delivers a ranged attack with a potency of 8,000.
Combo Action: Cascade or Reverse Cascade
Additional Effect: Grants Bladecatcher
If already under the effect of Bladecatcher, effect changes to Flourishing Saber Dance.
Duration: 15s
Can only be executed while under the effect of En Avant.

※Fountain Combo changes to Saber Dance while under the effect of Flourishing Saber Dance.
※This action cannot be assigned to a hotbar.",0.0,2.5
DNC,0,Saber Dance,"Delivers an attack with a potency of 10,000 to target and all enemies nearby it.
Potency is increased by 50% when attacking only a single target.
Additional Effect: Increases damage dealt by self and party member designated as your Dance Partner by 10%
Duration: 10s
Can only be executed while under the effect of Flourishing Saber Dance.

※This action cannot be assigned to a hotbar.",0.0,2.5
DNC,0,Starfall Dance,"Delivers an attack with a potency of 10,000 to all enemies in a straight line before you.
Additional Effect: Reduces weaponskill cast time and recast time, as well as spell cast time and recast time for self and party member designated as your Dance Partner by 10%
Duration: 10s
This weaponskill does not share a recast timer with any other actions.",0.0,20.0
DNC,0,Honing Dance,"Unleashes a flurry of chakram strikes on nearby enemies, dealing damage over time with a potency of 4,000 and decreasing damage taken by 25% until effect expires.
Duration: 3s
Executes Honing Ovation when effect duration expires.
Additional Effect: Grants a stack of Acclaim, up to a maximum of 4
Acclaim Effect: Increases the damage and effect potency of Honing Ovation
Duration: 5s
Can be executed while moving.
This weaponskill does not share a recast timer with any other actions.

※Action changes to Honing Ovation upon execution.",0.0,20.0
DNC,0,Honing Ovation,"Delivers an attack to nearby enemies and erects a magicked barrier around nearby party members.
Potency of both the attack and barrier varies with the number of stacks of Acclaim accumulated at time of execution.
Potency of both the attack and barrier doubles when targets are within 5 yalms.
0 Stacks: 2,000 attack potency, and barrier equivalent to a heal of 1,000 potency
1 Stack: 3,000 attack potency, and barrier equivalent to a heal of 2,000 potency
2 Stacks: 4,000 attack potency, and barrier equivalent to a heal of 3,000 potency
3 Stacks: 5,000 attack potency, and barrier equivalent to a heal of 4,000 potency
4 Stacks: 6,000 attack potency, and barrier equivalent to a heal of 5,000 potency
Duration: 10s
Honing Dance effect expires upon execution.

※This action cannot be assigned to a hotbar.",0.0,2.5
DNC,0,Honing Ovation,"Delivers an attack to nearby enemies and erects a magicked barrier around nearby party members.
Potency of both the attack and barrier varies with the number of stacks of Acclaim accumulated at time of execution.
Potency of both the attack and barrier doubles when targets are within 5 yalms.
0 Stacks: 2,000 attack potency, and barrier equivalent to a heal of 1,000 potency
1 Stack: 3,000 attack potency, and barrier equivalent to a heal of 2,000 potency
2 Stacks: 4,000 attack potency, and barrier equivalent to a heal of 3,000 potency
3 Stacks: 5,000 attack potency, and barrier equivalent to a heal of 4,000 potency
4 Stacks: 6,000 attack potency, and barrier equivalent to a heal of 5,000 potency
Duration: 10s
Honing Dance effect expires upon execution.

※This action cannot be assigned to a hotbar.",0.0,2.5
DNC,0,Honing Ovation,"Delivers an attack to nearby enemies and erects a magicked barrier around nearby party members.
Potency of both the attack and barrier varies with the number of stacks of Acclaim accumulated at time of execution.
Potency of both the attack and barrier doubles when targets are within 5 yalms.
0 Stacks: 2,000 attack potency, and barrier equivalent to a heal of 1,000 potency
1 Stack: 3,000 attack potency, and barrier equivalent to a heal of 2,000 potency
2 Stacks: 4,000 attack potency, and barrier equivalent to a heal of 3,000 potency
3 Stacks: 5,000 attack potency, and barrier equivalent to a heal of 4,000 potency
4 Stacks: 6,000 attack potency, and barrier equivalent to a heal of 5,000 potency
Duration: 10s
Honing Dance effect expires upon execution.

※This action cannot be assigned to a hotbar.",0.0,2.5
DNC,0,Honing Ovation,"Delivers an attack to nearby enemies and erects a magicked barrier around nearby party members.
Potency of both the attack and barrier varies with the number of stacks of Acclaim accumulated at time of execution.
Potency of both the attack and barrier doubles when targets are within 5 yalms.
0 Stacks: 2,000 attack potency, and barrier equivalent to a heal of 1,000 potency
1 Stack: 3,000 attack potency, and barrier equivalent to a heal of 2,000 potency
2 Stacks: 4,000 attack potency, and barrier equivalent to a heal of 3,000 potency
3 Stacks: 5,000 attack potency, and barrier equivalent to a heal of 4,000 potency
4 Stacks: 6,000 attack potency, and barrier equivalent to a heal of 5,000 potency
Duration: 10s
Honing Dance effect expires upon execution.

※This action cannot be assigned to a hotbar.",0.0,2.5
