Index,Job,Name,Description,Cast,Cooldown
29128,GNB,Blasting Zone,"Delivers an attack with a potency of 10,000.
Can only be executed while under the effect of Junction DPS.
Shares a recast timer with Nebula and Aurora.

※This action cannot be assigned to a hotbar.",0.0,20.0
29126,GNB,Nebula,"Reduces damage taken by 20% and delivers an attack with a potency of 4,000 every time you suffer damage.
Duration: 10s
Can only be executed while under the effect of Junction Tank.
Shares a recast timer with Blasting Zone and Aurora.

※This action cannot be assigned to a hotbar.",0.0,20.0
29125,GNB,Junctioned Cast,"Executes an action depending on your current Junction.
Junction DPS: Blasting Zone
Junction Tank: Nebula
Junction Healer: Aurora",0.0,20.0
29124,GNB,Draw and Junction,"Grants self a beneficial effect based on the selected party member or enemy.
If target is a DPS, grants Junction DPS.
If target is a tank, or if no target is selected, grants Junction Tank.
If target is a healer, grants Junction Healer.
Additional Effect: Grants Powder Barrel when targeting an enemy
Duration: 10s

※Solid Barrel Combo changes to Burst Strike while under the effect of Powder Barrel.",0.0,20.0
29123,GNB,Rough Divide,"Rushes target and delivers an attack with a potency of 2,000.
Additional Effect: Grants No Mercy
No Mercy Effect: Increases damage dealt and healing potency by 20%, while also increasing movement speed by 25%
Duration: 7s
Maximum Charges: 2
Cannot be executed while bound.",0.0,15.0
29469,GNB,Terminal Trigger,"Delivers an attack with a potency of 12,000 to all nearby enemies.
Additional Effect: Stun
Duration: 3s
Can only be executed while under the effect of Relentless Rush.
Relentless Rush effect expires upon execution.

※This action cannot be assigned to a hotbar.",0.0,1.0
29122,GNB,Eye Gouge,"Delivers an attack with a potency of 3,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 5,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 4,000
Can only be executed when Ready to Gouge.

※This action cannot be assigned to a hotbar.",0.0,1.0
29121,GNB,Abdomen Tear,"Delivers an attack with a potency of 2,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 5,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 4,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 3,000
Can only be executed when Ready to Tear.

※This action cannot be assigned to a hotbar.",0.0,1.0
29120,GNB,Jugular Rip,"Delivers an attack with a potency of 1,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 4,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 3,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 2,000
Can only be executed when Ready to Rip.

※This action cannot be assigned to a hotbar.",0.0,1.0
29119,GNB,Hypervelocity,"Delivers an attack with a potency of 3,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 5,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 4,000
Can only be executed when Ready to Blast.

※This action cannot be assigned to a hotbar.",0.0,1.0
29118,GNB,Eye Gouge,"Delivers an attack with a potency of 3,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 5,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 4,000
Can only be executed when Ready to Gouge.

※This action cannot be assigned to a hotbar.",0.0,1.0
29102,GNB,Gnashing Fang,"Delivers an attack with a potency of 5,000.
Additional Effect: Grants Ready to Rip
Duration: 5s
This weaponskill does not share a recast timer with any other actions.",0.0,15.0
29117,GNB,Abdomen Tear,"Delivers an attack with a potency of 2,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 5,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 4,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 3,000
Can only be executed when Ready to Tear.

※This action cannot be assigned to a hotbar.",0.0,1.0
29115,GNB,Hypervelocity,"Delivers an attack with a potency of 3,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 5,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 4,000
Can only be executed when Ready to Blast.

※This action cannot be assigned to a hotbar.",0.0,1.0
29114,GNB,Eye Gouge,"Delivers an attack with a potency of 3,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 5,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 4,000
Can only be executed when Ready to Gouge.

※This action cannot be assigned to a hotbar.",0.0,1.0
29113,GNB,Abdomen Tear,"Delivers an attack with a potency of 2,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 5,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 4,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 3,000
Can only be executed when Ready to Tear.

※This action cannot be assigned to a hotbar.",0.0,1.0
29112,GNB,Jugular Rip,"Delivers an attack with a potency of 1,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 4,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 3,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 2,000
Can only be executed when Ready to Rip.

※This action cannot be assigned to a hotbar.",0.0,1.0
29111,GNB,Hypervelocity,"Delivers an attack with a potency of 3,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 5,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 4,000
Can only be executed when Ready to Blast.

※This action cannot be assigned to a hotbar.",0.0,1.0
29110,GNB,Eye Gouge,"Delivers an attack with a potency of 3,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 5,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 4,000
Can only be executed when Ready to Gouge.

※This action cannot be assigned to a hotbar.",0.0,1.0
29109,GNB,Abdomen Tear,"Delivers an attack with a potency of 2,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 5,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 4,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 3,000
Can only be executed when Ready to Tear.

※This action cannot be assigned to a hotbar.",0.0,1.0
29108,GNB,Jugular Rip,"Delivers an attack with a potency of 1,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 4,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 3,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 2,000
Can only be executed when Ready to Rip.

※This action cannot be assigned to a hotbar.",0.0,1.0
29107,GNB,Hypervelocity,"Delivers an attack with a potency of 3,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 5,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 4,000
Can only be executed when Ready to Blast.

※This action cannot be assigned to a hotbar.",0.0,1.0
29106,GNB,Continuation,"Allows the firing of successive rounds with your gunblade.
Gnashing Fang may be followed by Jugular Rip.
Savage Claw may be followed by Abdomen Tear.
Wicked Talon may be followed by Eye Gouge.
Burst Strike may be followed by Hypervelocity.",0.0,1.0
29105,GNB,Double Down,"Delivers an attack with a potency of 12,000 to all nearby enemies.
This weaponskill does not share a recast timer with any other actions.",0.0,20.0
29104,GNB,Wicked Talon,"Delivers an attack with a potency of 7,000.
Combo Action: Savage Claw
Additional Effect: Grants Ready to Gouge
Duration: 5s

※This action cannot be assigned to a hotbar.",0.0,2.5
29116,GNB,Jugular Rip,"Delivers an attack with a potency of 1,000.
Junction Tank Bonus: Creates a barrier around self that absorbs damage equivalent to a heal of 4,000 potency
Duration: 7s
Junction DPS Bonus: Increases potency to 3,000
Junction Healer Bonus: Restores own HP and the HP of nearby party members within a radius of 15 yalms
Cure Potency: 2,000
Can only be executed when Ready to Rip.

※This action cannot be assigned to a hotbar.",0.0,1.0
25759,GNB,Hypervelocity,"Delivers an attack with a potency of 220/180/.
Can only be executed when Ready to Blast.

※This action cannot be assigned to a hotbar.
※Continuation changes to Hypervelocity when requirements for execution are met.",0.0,1.0
25758,GNB,Heart of Corundum,"Reduces damage taken by target party member or self by 15%.
Duration: 8s
Additional Effect: When targeting a party member while under the effect of Brutal Shell, that effect is also granted to the target
Duration: 30s
Additional Effect: Grants Clarity of Corundum to target
Clarity of Corundum Effect: Reduces damage taken by 15%
Duration: 4s
Additional Effect: Grants Catharsis of Corundum to target
Catharsis of Corundum Effect: Restores HP when HP falls below 50% or upon effect duration expiration
Cure Potency: 900
Duration: 20s",0.0,25.0
36937,GNB,Reign of Beasts,"Delivers an attack to target and all enemies nearby it with a potency of 800 for the first enemy, and 60% less for all remaining enemies.
Can only be executed when Ready to Reign.",0.0,2.5
16163,GNB,Fated Circle,"Delivers an attack with a potency of 300 to all nearby enemies. Additional Effect: Grants Ready to Raze
Duration: 10s
Effect of Ready to Raze ends upon execution of any weaponskill. Cartridge Cost: 1",0.0,2.5
36939,GNB,Lion Heart,"Delivers an attack to target and all enemies nearby it with a potency of 1,200 for the first enemy, and 60% less for all remaining enemies.
Combo Action: Noble Blood

※This action cannot be assigned to a hotbar.
※Noble Blood changes to Lion Heart when requirements for execution are met.",0.0,2.5
16162,GNB,Burst Strike,"Delivers an attack with a potency of 460/380/. Additional Effect: Grants Ready to Blast
Duration: 10s
Effect of Ready to Blast ends upon execution of any weaponskill. Cartridge Cost: 1",0.0,2.5
16161,GNB,Heart of Stone,"Reduces damage taken by a party member or self by 15%.
Duration: 7s
Additional Effect: When targeting a party member while under the effect of Brutal Shell, that effect is also granted to the target
Duration: 30s",0.0,25.0
36938,GNB,Noble Blood,"Delivers an attack to target and all enemies nearby it with a potency of 1,000 for the first enemy, and 60% less for all remaining enemies.
Combo Action: Reign of Beasts

※This action cannot be assigned to a hotbar.
※Reign of Beasts changes to Noble Blood when requirements for execution are met.",0.0,2.5
16160,GNB,Heart of Light,"Reduces magic damage taken by self and nearby party members by 10%.
Duration: 15s",0.0,90.0
36936,GNB,Fated Brand,"Delivers an attack with a potency of 120 to all nearby enemies.
Can only be executed when Ready to Raze.

※This action cannot be assigned to a hotbar.
※Continuation changes to Fated Brand when requirements for execution are met.",0.0,1.0
36935,GNB,Great Nebula,"Reduces damage taken by 40%.
Additional Effect: Increases maximum HP by 20% and restores the amount increased.
Duration: 15s",0.0,120.0
36934,GNB,Trajectory,"Rush to a targeted enemy's location.
Maximum Charges: 2
Cannot be executed while bound.",0.0,30.0
16155,GNB,Continuation,"Allows the firing of successive rounds with your gunblade.
Gnashing Fang may be followed by Jugular Rip.
Savage Claw may be followed by Abdomen Tear.
Wicked Talon may be followed by Eye Gouge./
Burst Strike may be followed by Hypervelocity./
Fated Circle may be followed by Fated Brand.",0.0,1.0
16138,GNB,No Mercy,"Increases damage dealt by 20%.
Duration: 20s/
Additional Effect: Grants Ready to Break
Duration: 30s",0.0,60.0
16156,GNB,Jugular Rip,"Delivers an attack with a potency of 240/200/.
Can only be executed when Ready to Rip.

※This action cannot be assigned to a hotbar.
※Continuation changes to Jugular Rip when requirements for execution are met.",0.0,1.0
16157,GNB,Abdomen Tear,"Delivers an attack with a potency of 280/240/.
Can only be executed when Ready to Tear.

※This action cannot be assigned to a hotbar.
※Continuation changes to Abdomen Tear when requirements for execution are met.",0.0,1.0
16158,GNB,Eye Gouge,"Delivers an attack with a potency of 320/280/.
Can only be executed when Ready to Gouge.

※This action cannot be assigned to a hotbar.
※Continuation changes to Eye Gouge when requirements for execution are met.",0.0,1.0
16159,GNB,Bow Shock,"Delivers an attack with a potency of 150 to all nearby enemies.
Additional Effect: Damage over time
Potency: 60
Duration: 15s",0.0,60.0
16164,GNB,Bloodfest,"Draws aetheric energy from target, adding 3/2/ Cartridges to your Powder Gauge./
Additional Effect: Grants Ready to Reign
Duration: 30s",0.0,120.0
16165,GNB,Blasting Zone,Delivers an attack with a potency of 800/720/.,0.0,30.0
16137,GNB,Keen Edge,Delivers an attack with a potency of 300/200/150/.,0.0,2.5
32068,GNB,Release Royal Guard,Cancels the effect of Royal Guard.,0.0,1.0
16153,GNB,Sonic Break,"Delivers an attack with a potency of 300.
Additional Effect: Damage over time
Potency: 60
Duration: 30s
Can only be executed when Ready to Break.",0.0,2.5
16152,GNB,Superbolide,"Reduces HP to 1 and renders you impervious to most attacks.
Duration: 10s",0.0,360.0
16141,GNB,Demon Slice,Delivers an attack with a potency of 100 to all nearby enemies.,0.0,2.5
16142,GNB,Royal Guard,"Significantly increases enmity generation.
Effect ends upon reuse.",0.0,2.0
16140,GNB,Camouflage,"Increases parry rate by 50% while reducing damage taken by 10%.
Duration: 20s",0.0,90.0
16144,GNB,Danger Zone,Delivers an attack with a potency of 250.,0.0,30.0
16143,GNB,Lightning Shot,"Delivers a ranged attack with a potency of 150.
Additional Effect: Increased enmity",0.0,2.5
16146,GNB,Gnashing Fang,"Delivers an attack with a potency of 500/380/. Additional Effect: Grants Ready to Rip
Duration: 10s
Effect of Ready to Rip ends upon execution of any weaponskill. Cartridge Cost: 1
This weaponskill does not share a recast timer with any other actions.",0.0,30.0
16148,GNB,Nebula,"Reduces damage taken by 30%.
Duration: 15s",0.0,120.0
16151,GNB,Aurora,"Grants Regen to target.
Cure Potency: 200
Duration: 18s/
Maximum Charges: 2",0.0,60.0
16150,GNB,Wicked Talon,"Delivers an attack with a potency of 620/540/.
Combo Action: Savage Claw/
Combo Bonus: Grants Ready to Gouge
Duration: 10s
Effect of Ready to Gouge ends upon execution of any weaponskill./

※This action cannot be assigned to a hotbar.
※Savage Claw changes to Wicked Talon when requirements for execution are met.",0.0,2.5
16149,GNB,Demon Slaughter,"Delivers an attack with a potency of 100 to all nearby enemies.
Combo Action: Demon Slice
Combo Potency: 160
Combo Bonus: Adds a Cartridge to your Powder Gauge",0.0,2.5
16147,GNB,Savage Claw,"Delivers an attack with a potency of 560/460/.
Combo Action: Gnashing Fang/
Combo Bonus: Grants Ready to Tear
Duration: 10s
Effect of Ready to Tear ends upon execution of any weaponskill./

※This action cannot be assigned to a hotbar.
※Gnashing Fang changes to Savage Claw when requirements for execution are met.",0.0,2.5
16145,GNB,Solid Barrel,"Delivers an attack with a potency of 240/140/100/.
Combo Action: Brutal Shell
Combo Potency: 460/360/320/
Combo Bonus: Adds a Cartridge to your Powder Gauge",0.0,2.5
16139,GNB,Brutal Shell,"Delivers an attack with a potency of 240/160/100/.
Combo Action: Keen Edge
Combo Potency: 380/300/240/
Combo Bonus: Restores own HP
Cure Potency: 200/
Combo Bonus: Creates a barrier which nullifies damage equaling HP restored
Duration: 30s",0.0,2.5
211,Gatherer,Arbor Call,"Surveys the landscape to locate the nearest mature tree or lush vegetation within skill range. Can only be executed while Triangulate is active.
Duration: 15s",0.0,20.0
7911,Gatherer,Truth of Oceans,Further surveys the seas to uncover the nearest swimming shadows within skill range.,0.0,0.0
232,Gatherer,Solid Reason,"Grants another gathering attempt. When gathering collectables, restores 1 integrity./
Additional Effect: 50% chance to grant Eureka Moment",0.0,0.0
22186,Gatherer,Scour,"Increases collectability of an item. Increase is determined by your gathering rating.
Reduces integrity by 1.",0.0,0.0
7905,Gatherer,Shark Eye II,"Surveys the landscape to locate the highest-level teeming waters within skill range. Can only be executed while Fathom is active.
Duration: 15s",0.0,20.0
22189,Gatherer,Scrutiny,Improves next item collectability increase. Effect is determined by your perception rating.,0.0,0.0
4589,Gatherer,The Giving Land,"Increases elemental shard, crystal, and cluster yields by a random amount.
Effect can be stacked with The Twelve's Bounty.
Cannot be executed if the gathering node does not yield shards, crystals, or clusters.",0.0,180.0
22188,Gatherer,Meticulous Woodsman,"Increases collectability of an item. Increase is 75% of the effectiveness of Scour.
Reduces integrity by 1. There is a chance integrity is unaffected, determined by your gathering rating.",0.0,0.0
22187,Gatherer,Brazen Woodsman,"Increases the collectability of an item. Increase is a random amount ranging from 50% to 150% of the effectiveness of Scour.
Reduces integrity by 1.",0.0,0.0
220,Gatherer,Field Mastery II,Increases the chance of obtaining items while gathering by 15%. Does not apply to items at 0%.,0.0,0.0
22185,Gatherer,Scrutiny,Improves next item collectability increase. Effect is determined by your perception rating.,0.0,0.0
22184,Gatherer,Meticulous Prospector,"Increases collectability of an item. Increase is 75% of the effectiveness of Scour.
Reduces integrity by 1. There is a chance integrity is unaffected, determined by your gathering rating.",0.0,0.0
22183,Gatherer,Brazen Prospector,"Increases the collectability of an item. Increase is a random amount ranging from 50% to 150% of the effectiveness of Scour.
Reduces integrity by 1.",0.0,0.0
22182,Gatherer,Scour,"Increases collectability of an item. Increase is determined by your gathering rating.
Reduces integrity by 1.",0.0,0.0
228,Gatherer,Lay of the Land,"Surveys the landscape to locate the nearest mineral deposit or rocky outcrop within skill range. Can only be executed while Prospect is active.
Duration: 15s",0.0,20.0
227,Gatherer,Prospect,Surveys the landscape to locate mineral deposits and rocky outcrops./ Activates automatically when class is changed to miner.,0.0,0.0
224,Gatherer,Blessed Harvest II,Increases the number of items obtained when gathering by two.,0.0,0.0
4590,Gatherer,The Giving Land,"Increases elemental shard, crystal, and cluster yields by a random amount.
Effect can be stacked with The Twelve's Bounty.
Cannot be executed if the gathering node does not yield shards, crystals, or clusters.",0.0,180.0
7904,Gatherer,Shark Eye,"Surveys the seas to locate the nearest teeming waters within skill range. Can only be executed while Fathom is active.
Duration: 15s",0.0,20.0
237,Gatherer,Sharp Vision II,Increases the chance of obtaining items while gathering by 15%. Does not apply to items at 0%.,0.0,0.0
210,Gatherer,Triangulate,Surveys the landscape to locate mature trees and lush vegetation./ Activates automatically when class is changed to botanist.,0.0,0.0
34872,Gatherer,Priming Touch,"Doubles the chance your next use of Meticulous Woodsman will not affect integrity.
Does not affect increased chance from gathering point bonuses/ or Collector's High Standard/.",0.0,0.0
4072,Gatherer,Clear Vision,Increases the chance of obtaining items on your next gathering attempt by 15%. Does not apply to items at 0%.,0.0,0.0
4073,Gatherer,Bountiful Yield,Increases the number of items obtained on your next gathering attempt by one.,0.0,0.0
4081,Gatherer,Luck of the Mountaineer,Uncovers a gathering node's hidden items.,0.0,0.0
4086,Gatherer,Flora Mastery,Increases the chance of obtaining items on your next gathering attempt by 15%. Does not apply to items at 0%.,0.0,0.0
4087,Gatherer,Bountiful Harvest,Increases the number of items obtained on your next gathering attempt by one.,0.0,0.0
4095,Gatherer,Luck of the Pioneer,Uncovers a gathering node's hidden items.,0.0,0.0
21206,Gatherer,Collector's Focus,Increases the chance to trigger Collector's Intuition by 75% on your next collectable action.,0.0,0.0
21205,Gatherer,Collector's Focus,Increases the chance to trigger Collector's Intuition by 75% on your next collectable action.,0.0,0.0
218,Gatherer,Field Mastery,Increases the chance of obtaining items while gathering by 5%. Does not apply to items at 0%.,0.0,0.0
21204,Gatherer,Nophica's Tidings,Increases item yield from Gatherer's Boon by 1.,0.0,0.0
21203,Gatherer,Nald'thal's Tidings,Increases item yield from Gatherer's Boon by 1.,0.0,0.0
215,Gatherer,Ageless Words,"Grants another gathering attempt. When gathering collectables, restores 1 integrity./
Additional Effect: 50% chance to grant Eureka Moment",0.0,0.0
21178,Gatherer,Pioneer's Gift I,Increases the chance of triggering Gatherer's Boon by 10%. Does not apply to items at 0%.,0.0,0.0
25589,Gatherer,Mountaineer's Gift II,"Increases the chance of triggering Gatherer's Boon by 30%. Does not apply to items at 0%.
Effect can be stacked with Mountaineer's Gift I.",0.0,0.0
25590,Gatherer,Pioneer's Gift II,"Increases the chance of triggering Gatherer's Boon by 30%. Does not apply to items at 0%.
Effect can be stacked with Pioneer's Gift I.",0.0,0.0
21177,Gatherer,Mountaineer's Gift I,Increases the chance of triggering Gatherer's Boon by 10%. Does not apply to items at 0%.,0.0,0.0
7903,Gatherer,Fathom,Surveys the seas to locate teeming waters./ Activates automatically when class is changed to fisher.,0.0,0.0
304,Gatherer,Sneak,"Tread quietly, enabling you to avoid enemies up to four levels above your own.",0.0,0.0
815,Gatherer,Collect,"Gathers a collectable item with its current collectability rating.
Reduces integrity by 1.",0.0,0.0
303,Gatherer,Sneak,"Tread quietly, enabling you to avoid enemies up to four levels above your own.",0.0,0.0
34871,Gatherer,Priming Touch,"Doubles the chance your next use of Meticulous Prospector will not affect integrity.
Does not affect increased chance from gathering point bonuses/ or Collector's High Standard/.",0.0,0.0
26522,Gatherer,Wise to the World,"Grants another gathering attempt. When gathering collectables, restores 1 integrity.
Can only be executed while under the effect of Eureka Moment.",0.0,0.0
235,Gatherer,Sharp Vision,Increases the chance of obtaining items while gathering by 5%. Does not apply to items at 0%.,0.0,0.0
222,Gatherer,Blessed Harvest,Increases the number of items obtained when gathering by one.,0.0,0.0
238,Gatherer,Truth of Mountains,"Further surveys the landscape to uncover unspoiled, legendary, and clouded mineral deposits and rocky outcrops.",0.0,0.0
239,Gatherer,King's Yield,Increases the number of items obtained when gathering by one.,0.0,0.0
240,Gatherer,Collect,"Gathers a collectable item with its current collectability rating.
Reduces integrity by 1.",0.0,0.0
241,Gatherer,King's Yield II,Increases the number of items obtained when gathering by two.,0.0,0.0
26521,Gatherer,Wise to the World,"Grants another gathering attempt. When gathering collectables, restores 1 integrity.
Can only be executed while under the effect of Eureka Moment.",0.0,0.0
272,Gatherer,Bountiful Yield II,"Increases the number of items obtained on your next gathering attempt by one, two, or three. Number determined by your gathering rating.",0.0,0.0
280,Gatherer,the Twelve's Bounty,"Increases elemental shard/, crystal, and cluster/ and crystal/ yields by 3/2/.
Cannot be executed if the gathering node does not yield shards/, crystals, or clusters/ or crystals/.",0.0,0.0
282,Gatherer,the Twelve's Bounty,"Increases elemental shard/, crystal, and cluster/ and crystal/ yields by 3/2/.
Cannot be executed if the gathering node does not yield shards/, crystals, or clusters/ or crystals/.",0.0,0.0
290,Gatherer,Arbor Call II,"Surveys the landscape to locate the highest-level mature tree or lush vegetation within skill range. Can only be executed while Triangulate is active.
Duration: 15s",0.0,20.0
291,Gatherer,Lay of the Land II,"Surveys the landscape to locate the highest-level mineral deposit or rocky outcrop within skill range. Can only be executed while Prospect is active.
Duration: 15s",0.0,20.0
294,Gatherer,Field Mastery III,Increases the chance of obtaining items while gathering by 50%. Does not apply to items at 0%.,0.0,0.0
295,Gatherer,Sharp Vision III,Increases the chance of obtaining items while gathering by 50%. Does not apply to items at 0%.,0.0,0.0
273,Gatherer,Bountiful Harvest II,"Increases the number of items obtained on your next gathering attempt by one, two, or three. Number determined by your gathering rating.",0.0,0.0
221,Gatherer,Truth of Forests,"Further surveys the landscape to uncover unspoiled, legendary, and clouded mature trees and lush vegetation.",0.0,0.0
7568,Healer,Esuna,Removes a single detrimental effect from target.,1.0,2.5
7571,Healer,Rescue,Instantly draws target party member to your side. Cannot be used outside of combat or when target is suffering from certain enfeeblements.,0.0,120.0
16560,Healer,Repose,"Afflicts target with Sleep.
Duration: 30s
Cancels auto-attack upon execution.",2.5,2.5
16766,MCH,Detonator,"Ends the effect of Wildfire, dealing damage to the target.
Can only be executed while under the effect of Wildfire.

※This action cannot be assigned to a hotbar.
※Wildfire changes to Detonator when requirements for execution are met.",0.0,1.0
16889,MCH,Tactician,"Reduces damage taken by self and nearby party members by 15/10/%.
Duration: 15s
Effect cannot be stacked with bard's Troubadour or dancer's Shield Samba.",0.0,120.0
36980,MCH,Checkmate,"Delivers an attack to target and all enemies nearby it with a potency of 160 for the first enemy, and 50% less for all remaining enemies.
Maximum Charges: 3",0.0,30.0
29408,MCH,Chain Saw,"Delivers an attack with a potency of 8,000 to all enemies in a straight line before you.
Potency is increased by 50% when target's HP is below 50%.
Additional Effect: Potency is increased by 50% while under the effect of Analysis
Additional Effect: Grants Drill Primed
Maximum Charges: 2
Can only be executed while under the effect of Chain Saw Primed.
This weaponskill does not share a recast timer with any other actions.

※Action changes to Drill while under the effect of Drill Primed.
※This action cannot be assigned to a hotbar.",0.0,10.0
16497,MCH,Auto Crossbow,"Delivers an attack with a potency of 160/140/ to all enemies in a cone before you.
Can only be executed when firearm is Overheated.
This weaponskill does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",0.0,2.5
16498,MCH,Drill,Delivers an attack with a potency of 600. Maximum Charges: 2 Shares a recast timer with Bioblaster./This weaponskill does not share a recast timer with any other actions./This weaponskill does not share a recast timer with any other actions.,0.0,20.0
16499,MCH,Bioblaster,"Delivers an attack with a potency of 50 to all enemies in a cone before you.
Additional Effect: Damage over time
Potency: 50
Duration: 15s Maximum Charges: 2 Shares a recast timer with Drill.",0.0,20.0
16500,MCH,Air Anchor,"Delivers an attack with a potency of 600.
Additional Effect: Increases Battery Gauge by 20
This weaponskill does not share a recast timer with any other actions.",0.0,40.0
16501,MCH,Automaton Queen,"Deploys an Automaton Queen to fight at your side.
Potency of Automaton Queen actions increases as Battery Gauge exceeds required cost at time of deployment.
Battery Gauge Cost: 50
Duration: 12s
Consumes Battery Gauge upon execution.
Shuts down when time expires or upon execution of Queen Overdrive.
Shares a recast timer with Queen Overdrive.",0.0,6.0
16502,MCH,Queen Overdrive,"Orders the Automaton Queen to use Pile Bunker.
Pile Bunker Potency: 340
Potency increases as Battery Gauge exceeds required cost at time of deployment, up to a maximum of 680.
The Automaton Queen shuts down after execution. If this action is not used manually while the Automaton Queen is active, it will be triggered automatically immediately before shutting down.
Shares a recast timer with Automaton Queen.",0.0,15.0
16503,MCH,Pile Bunker,"Delivers an attack with a potency of 340.
Potency increases as Battery Gauge exceeds required cost at time of deployment, up to a maximum of 680. The Automaton Queen shuts down after execution. The Automaton Queen shuts down after execution. If this action is not used manually while the Automaton Queen is active, it will be triggered automatically immediately before shutting down.

※This action cannot be assigned to a hotbar.",0.0,0.0
36981,MCH,Excavator,"Delivers an attack to target and all enemies nearby it with a potency of 600 for the first enemy, and 65% less for all remaining enemies.
Additional Effect: Increases Battery Gauge by 20
Can only be executed while under the effect of Excavator Ready.

※This action cannot be assigned to a hotbar.
※Chain Saw changes to Excavator when requirements for execution are met.",0.0,2.5
16504,MCH,Arm Punch,"Delivers an attack with a potency of 120.
Potency increases as Battery Gauge exceeds required cost at time of deployment, up to a maximum of 240.

※This action cannot be assigned to a hotbar.",0.0,1.5
36979,MCH,Double Check,"Delivers an attack to target and all enemies nearby it with a potency of 160 for the first enemy, and 50% less for all remaining enemies.
Maximum Charges: 3",0.0,30.0
29402,MCH,Blast Charge,"Delivers a ranged attack with a potency of 4,000.
Additional Effect: Grants a stack of Heat, up to a maximum of 5
Duration: 15s
At maximum stacks, grants Overheated and increases movement speed by 25%.
Duration: 5s
Requires casting time to execute. However, it is possible to walk while casting.

※Action changes to Heat Blast while under the effect of Overheated.",1.5,2.5
29403,MCH,Heat Blast,"Delivers a ranged attack with a potency of 6,000.
Can only be executed while under the effect of Overheated.
This weaponskill does not share a recast timer with any other actions.

※This action cannot be assigned to a hotbar.",0.0,1.5
29404,MCH,Scattergun,"Delivers an attack with a potency of 6,000 to all enemies in a cone before you. Strikes twice when hitting only a single target.
Additional Effect: 10-yalm knockback
This weaponskill does not share a recast timer with any other actions.",0.0,20.0
